Employee ID,First Name,Last Name,Gender,Country,City,Hire Date,Department,Job Title,Education Level,Performance Rating,Overtime,Salary,Birth Date,Termination Date,Adjusted Salary
EMP-12543,Joy,Rookwood,Male,Italy,Rome,2015-04-12,Auror Office,Auror,Advanced Magic Studies,Good,No,69294,1977-03-29,,74837
EMP-12544,Kristi,Towler,Female,France,Marseille,2022-11-16,Department of Mysteries,Unspeakable,Mysteries and Advanced Research,Excellent,No,64477,1979-01-07,,70924
EMP-12545,Christopher,Thicknesse,Male,UK,London,2021-09-07,Auror Office,Auror,Advanced Magic Studies,Excellent,Yes,54582,1982-06-25,,58948
EMP-12546,Brenda,Delacour,Male,Germany,Berlin,2020-01-24,Wand Permits Office,Permit Inspector,Wizarding Law Basics,Good,No,33663,1995-06-04,,33663
EMP-12547,Ellen,Weasley-Potter,Female,Italy,Florence,2022-09-28,Auror Office,Investigator,Advanced Magic Studies,Good,Yes,55187,1995-08-27,,59050
EMP-12548,Tammy,Strout,Female,Italy,Milan,2019-07-06,Magical Law Enforcement,Hit Wizard,Intermediate Wizardry,Satisfactory,Yes,53098,1990-05-04,,54159
EMP-12549,Jacob,Fletcher,Female,Spain,Barcelona,2018-03-09,Wand Permits Office,Permit Inspector,Wizarding Law Basics,Good,No,37035,1991-10-18,,37775
EMP-12550,Ryan,Whisp,Female,Germany,Berlin,2019-05-31,Magical Creature Department,Dragon Tamer,Magical Creatures Training,Good,No,52946,1978-01-22,,55593
EMP-12551,Randall,Kirke,Female,Italy,Milan,2015-04-22,Magical Law Enforcement,Hit Wizard,Intermediate Wizardry,Satisfactory,No,43018,1980-06-05,,43878
EMP-12552,Diana,Avery,Male,Spain,Madrid,2015-03-24,Auror Office,Auror,Advanced Magic Studies,Good,No,62782,1978-03-05,,67804
EMP-12553,Richard,Avery,Male,Italy,Florence,2022-10-30,Magical Law Enforcement,Hit Wizard,Intermediate Wizardry,Good,Yes,55490,1999-08-15,,55490
EMP-12554,Christine,Towler,Male,France,Lyon,2023-04-13,Magical Creature Department,Dragon Tamer,Magical Creatures Training,Good,No,53873,1988-08-12,,53873
EMP-12555,Linda,Avery,Male,France,Lyon,2021-02-19,Magical Creature Department,Beast Handler,Magical Creatures Training,Good,No,63893,1994-08-08,,63893
EMP-12556,Derek,Karkaroff,Female,UK,London,2016-06-28,Magical Creature Department,Beast Handler,Magical Creatures Training,Good,No,64411,1980-10-09,,65699
EMP-12557,Lisa,Slytherin,Male,Germany,Munich,2018-03-31,Magical Creature Department,Dragon Tamer,Magical Creatures Training,Good,No,62925,1977-01-30,,64812
EMP-12558,Jason,Montague,Female,Spain,Madrid,2018-03-15,Magical Creature Department,Beast Handler,Magical Creatures Training,Good,No,63931,1979-02-21,,67127
EMP-12559,Ryan,Slughorn,Male,Germany,Berlin,2017-06-20,Department of Mysteries,Unspeakable,Mysteries and Advanced Research,Good,No,77903,1975-09-23,,84135
EMP-12560,Christopher,Flitwick,Male,UK,London,2024-02-29,Auror Office,Auror,Advanced Magic Studies,Excellent,No,66884,1987-06-09,,72234
EMP-12561,Thomas,Weasley,Male,UK,Edinburgh,2022-11-19,Magical Creature Department,Beast Handler,Magical Creatures Training,Good,No,46931,1987-12-14,,46931
EMP-12562,Gabriel,Hopkirk,Male,Spain,Madrid,2015-05-16,Magical Creature Department,Dragon Tamer,Magical Creatures Training,Excellent,No,45625,1974-05-13,,46993
EMP-12563,Jacqueline,Sinistra,Male,Italy,Rome,2017-08-05,Magical Law Enforcement,Hit Wizard,Intermediate Wizardry,Good,Yes,46437,1995-03-09,,46437
EMP-12564,Andrew,Meadowes,Female,Italy,Rome,2023-04-02,Department of Mysteries,Unspeakable,Mysteries and Advanced Research,Satisfactory,Yes,65388,1989-04-29,,69965
EMP-12565,John,Davies,Male,UK,London,2022-08-25,Auror Office,Auror,Advanced Magic Studies,Good,No,69171,1992-08-18,,72629
EMP-12566,Maria,Twycross,Male,Italy,Florence,2020-01-07,Wand Permits Office,Permit Inspector,Wizarding Law Basics,Good,No,31309,1999-09-22,,31309
EMP-12567,Matthew,Jones,Female,France,Paris,2021-08-31,Wand Permits Office,Permit Inspector,Wizarding Law Basics,Good,No,41013,1992-07-20,,41833
EMP-12568,Melanie,Moon,Female,UK,London,2016-09-29,Auror Office,Auror,Advanced Magic Studies,Good,No,62767,1987-07-01,,67160
EMP-12569,Melinda,Hagrid,Male,France,Paris,2022-05-07,Wand Permits Office,Permit Inspector,Wizarding Law Basics,Good,No,41982,1999-06-09,,41982
EMP-12570,Yolanda,Ravenclaw,Male,Germany,Hamburg,2024-11-04,Department of Mysteries,Unspeakable,Mysteries and Advanced Research,Satisfactory,Yes,73738,1993-09-26,,77424
EMP-12571,Ricardo,Crouch,Female,Italy,Milan,2015-08-19,Wand Permits Office,Permit Inspector,Wizarding Law Basics,Good,Yes,41327,1993-12-11,,42153
EMP-12572,Jenny,Warbeck,Female,Spain,Seville,2023-09-25,Magical Law Enforcement,Regulations Officer,Basic Wizardry,Satisfactory,No,42986,1998-10-23,,43845
EMP-12573,Jennifer,Chang,Male,UK,London,2023-04-20,Auror Office,Investigator,Advanced Magic Studies,Good,No,51558,1987-04-10,,55682
EMP-12574,Robert,Lovegood,Female,UK,Bristol,2023-12-27,Magical Creature Department,Dragon Tamer,Magical Creatures Training,Good,Yes,48901,1979-08-31,,51346
EMP-12575,Joseph,Johnson,Female,Germany,Hamburg,2020-05-16,Department of Mysteries,Unspeakable,Mysteries and Advanced Research,Good,Yes,66572,1989-03-25,2021-02-18,71232
EMP-12576,Daryl,Rosmerta,Female,Spain,Seville,2022-02-05,Auror Office,Auror,Advanced Magic Studies,Excellent,No,56471,1990-03-06,,60423
EMP-12577,Heidi,Abercrombie,Female,UK,Bristol,2020-11-24,Wand Permits Office,Permit Inspector,Wizarding Law Basics,Satisfactory,No,38905,1998-07-18,,39683
EMP-12578,Keith,Creevey,Male,UK,London,2015-05-10,Auror Office,Auror,Advanced Magic Studies,Good,No,54431,1978-02-15,,58785
EMP-12579,Maurice,Coote,Male,UK,London,2018-04-09,Auror Office,Auror,Advanced Magic Studies,Excellent,No,67064,1986-04-12,,70417
EMP-12580,Jeffrey,Smith,Male,France,Lyon,2018-12-13,Magical Law Enforcement,Hit Wizard,Intermediate Wizardry,Good,No,55878,1992-08-10,,55878
EMP-12581,David,Keddle,Female,UK,London,2020-10-08,Magical Creature Department,Beast Handler,Magical Creatures Training,Satisfactory,No,59047,1996-09-25,,60227
EMP-12582,Susan,Mulciber,Male,Germany,Berlin,2019-12-29,Wand Permits Office,Permit Inspector,Wizarding Law Basics,Good,Yes,40774,1996-08-26,,40774
EMP-12583,Thomas,Weasley-Potter,Female,France,Lyon,2021-02-16,Magical Law Enforcement,Hit Wizard,Intermediate Wizardry,Excellent,No,41569,1999-09-11,,42400
EMP-12584,Justin,Blackwood,Female,Germany,Munich,2017-10-03,Magical Creature Department,Dragon Tamer,Magical Creatures Training,Excellent,No,51079,1979-11-02,,53632
EMP-12585,David,Warbeck,Female,Italy,Florence,2016-06-19,Magical Creature Department,Dragon Tamer,Magical Creatures Training,Satisfactory,No,47459,1987-12-05,,48408
EMP-12586,Catherine,Derrick,Male,Germany,Munich,2018-05-24,Magical Creature Department,Dragon Tamer,Magical Creatures Training,Good,Yes,64569,1978-09-28,,66506
EMP-12587,Sherry,Frobisher,Female,UK,Bristol,2016-09-18,Wand Permits Office,Permit Inspector,Wizarding Law Basics,Needs Improvement,No,39795,1993-10-23,,40590
EMP-12588,Jason,Hufflepuff,Male,Germany,Munich,2023-05-26,Magical Law Enforcement,Hit Wizard,Intermediate Wizardry,Satisfactory,Yes,51398,1993-08-02,2024-05-22,51398
EMP-12589,Michael,Hooch,Female,France,Lyon,2015-10-20,Department of Mysteries,Unspeakable,Mysteries and Advanced Research,Good,No,66036,1966-06-14,,72639
EMP-12590,Erica,Karkaroff,Female,UK,Bristol,2019-06-09,Magical Law Enforcement,Hit Wizard,Intermediate Wizardry,Excellent,Yes,40848,1990-07-14,,41664
EMP-12591,Michele,Cadwallader,Female,Italy,Rome,2017-12-21,Magical Law Enforcement,Hit Wizard,Intermediate Wizardry,Good,No,47290,1997-01-29,,48235
EMP-12592,Lindsay,Twycross,Female,Italy,Florence,2023-07-26,Wand Permits Office,Permit Inspector,Wizarding Law Basics,Good,No,43238,1994-02-16,,44102
EMP-12593,Daniel,Crabbe,Female,France,Marseille,2020-09-29,Auror Office,Auror,Advanced Magic Studies,Satisfactory,Yes,67573,1988-02-05,,72303
EMP-12594,Anna,King,Male,France,Lyon,2018-11-09,Department of Mysteries,Unspeakable,Mysteries and Advanced Research,Excellent,Yes,64680,1972-12-29,,69854
EMP-12595,Kristen,Rivers,Female,Spain,Barcelona,2023-04-11,Magical Law Enforcement,Regulations Officer,Basic Wizardry,Excellent,Yes,57236,1992-09-07,2024-06-28,58380
EMP-12596,Natalie,Fudge,Female,France,Lyon,2015-10-18,Auror Office,Investigator,Advanced Magic Studies,Satisfactory,Yes,68161,1988-12-03,,72932
EMP-12597,Melissa,Summerby,Male,France,Lyon,2019-07-21,Auror Office,Investigator,Advanced Magic Studies,Needs Improvement,No,61371,1982-02-24,,66280
EMP-12598,Sara,Weasley,Male,Italy,Milan,2023-10-08,Department of Mysteries,Unspeakable,Mysteries and Advanced Research,Excellent,No,77387,1977-05-06,2024-04-24,83577
EMP-12599,Stephen,Quirrell,Male,Spain,Madrid,2022-06-13,Magical Law Enforcement,Regulations Officer,Basic Wizardry,Excellent,No,58236,2001-01-23,,58236
EMP-12600,Kimberly,Peakes,Male,Germany,Berlin,2016-11-20,Auror Office,Investigator,Advanced Magic Studies,Good,No,50777,1978-09-18,,54839
EMP-12601,Bobby,Ollivander,Male,Germany,Munich,2016-09-24,Department of Mysteries,Unspeakable,Mysteries and Advanced Research,Good,No,76729,1985-11-26,,80565
EMP-12602,Crystal,Cadwallader,Male,Spain,Seville,2016-10-17,Magical Law Enforcement,Regulations Officer,Basic Wizardry,Good,No,44223,1984-08-28,,44223
EMP-12603,Jessica,Greengrass,Male,Italy,Florence,2018-06-30,Magical Law Enforcement,Hit Wizard,Intermediate Wizardry,Good,Yes,58325,1989-09-02,2020-04-27,58325
EMP-12604,Jessica,Yaxley,Female,Italy,Florence,2022-07-06,Department of Mysteries,Unspeakable,Mysteries and Advanced Research,Good,No,74569,1989-10-04,2024-01-24,79788
EMP-12605,Deborah,Rivers,Male,Spain,Barcelona,2016-09-08,Magical Law Enforcement,Hit Wizard,Intermediate Wizardry,Good,Yes,51287,1984-05-02,,51287
EMP-12606,Devin,Zeller,Male,Spain,Seville,2020-09-10,Magical Law Enforcement,Hit Wizard,Intermediate Wizardry,Excellent,Yes,40021,1999-08-27,,40021
EMP-12607,Tara,Diggory,Female,Italy,Milan,2018-06-08,Department of Mysteries,Unspeakable,Mysteries and Advanced Research,Good,Yes,77800,1983-05-30,,83246
EMP-12608,Mary,Rookwood,Female,Germany,Berlin,2015-02-10,Magical Creature Department,Dragon Tamer,Magical Creatures Training,Good,Yes,57165,1978-06-27,,60023
EMP-12609,Justin,Keddle,Female,UK,London,2023-01-22,Department of Mysteries,Unspeakable,Mysteries and Advanced Research,Good,No,78354,1984-09-14,,86189
EMP-12610,Joseph,Chang,Male,Spain,Barcelona,2017-11-30,Wand Permits Office,Permit Inspector,Wizarding Law Basics,Good,No,37846,1989-05-20,,37846
EMP-12611,Crystal,Granger,Female,Spain,Barcelona,2022-01-22,Magical Creature Department,Dragon Tamer,Magical Creatures Training,Good,Yes,50909,1989-05-11,,51927
EMP-12612,Karen,Lovegood,Female,Germany,Berlin,2019-03-06,Department of Mysteries,Unspeakable,Mysteries and Advanced Research,Good,Yes,65705,1974-05-15,,72275
EMP-12613,Kristin,Shimpling,Female,UK,Edinburgh,2024-01-05,Auror Office,Investigator,Advanced Magic Studies,Good,No,61206,1991-03-19,,65490
EMP-12614,Roy,Bates,Male,Spain,Barcelona,2017-05-07,Magical Law Enforcement,Regulations Officer,Basic Wizardry,Excellent,Yes,59167,1996-01-05,,59167
EMP-12615,Stephanie,Abbott,Male,Spain,Barcelona,2021-12-18,Magical Law Enforcement,Hit Wizard,Intermediate Wizardry,Good,Yes,47836,1994-10-16,,47836
EMP-12616,Sherry,Peverell,Female,Spain,Barcelona,2023-10-13,Department of Mysteries,Unspeakable,Mysteries and Advanced Research,Good,Yes,62705,1986-02-14,,68975
EMP-12617,Kayla,Thruston,Female,Spain,Madrid,2022-07-13,Department of Mysteries,Unspeakable,Mysteries and Advanced Research,Good,Yes,72855,1977-07-08,,80140
EMP-12618,Christopher,Thomas,Female,UK,Edinburgh,2023-10-20,Magical Law Enforcement,Regulations Officer,Basic Wizardry,Good,No,59668,1990-01-03,,60861
EMP-12619,Tina,Sloper,Male,Italy,Florence,2020-05-10,Department of Mysteries,Unspeakable,Mysteries and Advanced Research,Good,No,71769,1984-01-21,,77510
EMP-12620,Bryan,Gryffindor,Male,UK,London,2017-10-18,Auror Office,Auror,Advanced Magic Studies,Good,No,54135,1985-03-17,,56841
EMP-12621,Sandra,Vaisey,Female,UK,Bristol,2015-08-19,Magical Law Enforcement,Hit Wizard,Intermediate Wizardry,Good,Yes,51740,1991-11-20,,52774
EMP-12622,Brian,Silvanus,Female,Italy,Rome,2017-07-26,Department of Mysteries,Unspeakable,Mysteries and Advanced Research,Good,Yes,66935,1987-02-24,,71620
EMP-12623,Robert,Hornby,Male,France,Paris,2023-11-04,Auror Office,Auror,Advanced Magic Studies,Satisfactory,No,69063,1988-11-24,,72516
EMP-12624,Kevin,Shimpling,Male,Germany,Berlin,2024-06-02,Magical Law Enforcement,Regulations Officer,Basic Wizardry,Satisfactory,No,42096,2004-04-21,,42096
EMP-12625,Alan,Meadowes,Female,France,Paris,2020-05-03,Wand Permits Office,Permit Inspector,Wizarding Law Basics,Satisfactory,Yes,32336,1996-03-18,,32982
EMP-12626,Cheryl,Filch,Male,Germany,Munich,2019-10-05,Magical Creature Department,Dragon Tamer,Magical Creatures Training,Good,No,60359,1992-09-30,,60359
EMP-12627,Richard,Thicknesse,Female,Germany,Munich,2017-07-01,Magical Law Enforcement,Regulations Officer,Basic Wizardry,Excellent,No,54546,1994-06-08,,55636
EMP-12628,Claudia,Vaisey,Male,Italy,Milan,2018-06-28,Auror Office,Investigator,Advanced Magic Studies,Excellent,Yes,64790,1987-10-11,,68029
EMP-12629,Pam,Mulciber,Female,France,Marseille,2022-07-10,Magical Creature Department,Dragon Tamer,Magical Creatures Training,Excellent,No,58699,1989-04-19,,59872
EMP-12630,James,Wenlock,Female,UK,London,2021-11-18,Magical Law Enforcement,Hit Wizard,Intermediate Wizardry,Excellent,Yes,41800,2000-02-05,,42636
EMP-12631,Benjamin,Kirke,Male,Italy,Florence,2020-02-17,Auror Office,Auror,Advanced Magic Studies,Good,No,67927,1981-08-03,,73361
EMP-12632,Jessica,Brown,Female,UK,London,2020-09-09,Department of Mysteries,Unspeakable,Mysteries and Advanced Research,Good,No,75934,1983-12-29,,83527
EMP-12633,Justin,McGonagall,Female,UK,Edinburgh,2017-02-21,Magical Law Enforcement,Hit Wizard,Intermediate Wizardry,Satisfactory,No,52046,1991-01-08,2022-03-27,53086
EMP-12634,Andrea,Delaney,Male,France,Marseille,2016-07-30,Department of Mysteries,Unspeakable,Mysteries and Advanced Research,Satisfactory,No,60947,1984-01-08,,63994
EMP-12635,Katherine,Meadowes,Female,Spain,Seville,2023-11-14,Department of Mysteries,Unspeakable,Mysteries and Advanced Research,Good,No,62396,1985-06-30,,68635
EMP-12636,Anthony,Gudgeon,Male,Germany,Berlin,2017-09-21,Magical Creature Department,Dragon Tamer,Magical Creatures Training,Good,No,49155,1973-07-20,,50629
EMP-12637,Marilyn,Hufflepuff,Female,Spain,Madrid,2024-03-09,Magical Creature Department,Beast Handler,Magical Creatures Training,Excellent,Yes,63681,1993-01-05,2024-10-21,64954
EMP-12638,Roberto,Chang,Male,Italy,Milan,2020-03-03,Magical Law Enforcement,Hit Wizard,Intermediate Wizardry,Good,No,40993,1997-07-21,,40993
EMP-12639,Jessica,Goldstein,Female,Germany,Munich,2023-08-06,Department of Mysteries,Unspeakable,Mysteries and Advanced Research,Satisfactory,Yes,72084,1977-05-21,,79292
EMP-12640,Courtney,Kirke,Male,Spain,Barcelona,2021-05-06,Department of Mysteries,Unspeakable,Mysteries and Advanced Research,Needs Improvement,Yes,71974,1980-03-20,,77731
EMP-12641,Brandon,Mulciber,Female,Germany,Hamburg,2021-01-11,Magical Creature Department,Dragon Tamer,Magical Creatures Training,Good,Yes,64289,1980-04-09,,67503
EMP-12642,Ashley,Pike,Female,France,Marseille,2017-02-14,Magical Law Enforcement,Hit Wizard,Intermediate Wizardry,Good,No,44524,1989-10-12,2020-02-24,45414
EMP-12643,Matthew,Vaisey,Male,France,Lyon,2015-02-02,Magical Law Enforcement,Regulations Officer,Basic Wizardry,Satisfactory,No,44685,1987-10-27,,44685
EMP-12644,Ariana,Thicknesse,Male,Italy,Florence,2019-01-07,Department of Mysteries,Unspeakable,Mysteries and Advanced Research,Satisfactory,Yes,67583,1988-11-02,,70962
EMP-12645,Caitlin,Kettleburn,Female,Germany,Berlin,2024-01-27,Magical Law Enforcement,Regulations Officer,Basic Wizardry,Excellent,No,42390,2003-06-18,,43237
EMP-12646,Justin,Weasley,Male,Germany,Munich,2020-12-16,Magical Law Enforcement,Regulations Officer,Basic Wizardry,Needs Improvement,No,55121,1991-01-27,,55121
EMP-12647,Jennifer,Coote,Female,UK,Edinburgh,2024-09-29,Magical Creature Department,Dragon Tamer,Magical Creatures Training,Excellent,Yes,49487,1984-07-15,,51961
EMP-12648,Daniel,Abbott,Female,France,Paris,2023-11-04,Wand Permits Office,Permit Inspector,Wizarding Law Basics,Good,No,31533,1998-01-27,,32163
EMP-12649,James,Moody,Male,Italy,Milan,2023-10-15,Department of Mysteries,Unspeakable,Mysteries and Advanced Research,Good,No,78592,1993-08-20,,82521
EMP-12650,Corey,Cresswell,Male,Italy,Rome,2021-02-22,Auror Office,Auror,Advanced Magic Studies,Excellent,Yes,63336,1988-11-24,,66502
EMP-12651,Christopher,Diggory,Female,Spain,Barcelona,2022-03-30,Department of Mysteries,Unspeakable,Mysteries and Advanced Research,Good,Yes,64965,1986-04-18,2023-01-31,69512
EMP-12652,Jason,Slytherin,Female,Italy,Milan,2022-03-25,Magical Creature Department,Dragon Tamer,Magical Creatures Training,Good,No,62797,1981-09-07,2024-09-29,65936
EMP-12653,Erica,McGonagall,Male,France,Lyon,2016-04-30,Wand Permits Office,Permit Inspector,Wizarding Law Basics,Excellent,No,41326,1992-08-18,,41326
EMP-12654,Angelica,Shimpling,Male,France,Paris,2021-11-07,Magical Law Enforcement,Hit Wizard,Intermediate Wizardry,Good,No,49372,1996-11-18,,49372
EMP-12655,Breanna,Fawley,Female,Spain,Barcelona,2021-09-19,Magical Creature Department,Beast Handler,Magical Creatures Training,Satisfactory,Yes,46703,1990-09-19,,47637
EMP-12656,Hannah,Potter,Female,UK,London,2022-03-16,Wand Permits Office,Permit Inspector,Wizarding Law Basics,Satisfactory,Yes,36130,1999-09-17,,36852
EMP-12657,Madison,Tonks,Male,Spain,Madrid,2023-04-30,Auror Office,Auror,Advanced Magic Studies,Good,No,67386,1995-10-20,2024-09-14,70755
EMP-12658,David,Rowle,Male,UK,London,2017-06-15,Wand Permits Office,Permit Inspector,Wizarding Law Basics,Good,Yes,42408,1996-01-29,,42408
EMP-12659,Tammy,Slytherin,Male,Germany,Berlin,2022-10-15,Auror Office,Auror,Advanced Magic Studies,Good,No,62614,1985-01-05,,67623
EMP-12660,Allison,Burbage,Male,Spain,Madrid,2023-09-24,Magical Law Enforcement,Hit Wizard,Intermediate Wizardry,Excellent,No,47118,2003-06-10,,47118
EMP-12661,Thomas,Warbeck,Male,Italy,Rome,2018-08-14,Auror Office,Auror,Advanced Magic Studies,Good,No,63215,1986-05-23,,66375
EMP-12662,Mike,Brown,Male,Italy,Florence,2017-09-01,Wand Permits Office,Permit Inspector,Wizarding Law Basics,Excellent,No,31494,1997-03-13,,31494
EMP-12663,Melissa,Umbridge,Male,Italy,Rome,2017-01-07,Wand Permits Office,Permit Inspector,Wizarding Law Basics,Excellent,No,40581,1997-04-10,,40581
EMP-12664,Mike,Madley,Male,Spain,Barcelona,2016-11-16,Magical Creature Department,Beast Handler,Magical Creatures Training,Satisfactory,No,61952,1981-01-06,,61952
EMP-12665,Alexandra,Twycross,Female,UK,Edinburgh,2019-12-05,Magical Law Enforcement,Hit Wizard,Intermediate Wizardry,Satisfactory,No,57082,1985-08-20,,58223
EMP-12666,Kevin,Carrow,Female,Spain,Madrid,2017-01-01,Auror Office,Auror,Advanced Magic Studies,Good,No,67573,1983-05-08,,72303
EMP-12667,Kelly,Yaxley,Female,France,Marseille,2021-05-15,Magical Creature Department,Dragon Tamer,Magical Creatures Training,Good,No,62872,1986-09-19,,64129
EMP-12668,Douglas,Slughorn,Female,Italy,Florence,2015-06-23,Wand Permits Office,Permit Inspector,Wizarding Law Basics,Good,No,32608,1987-12-04,,33260
EMP-12669,Pamela,Wilkes,Male,Spain,Barcelona,2022-03-05,Auror Office,Investigator,Advanced Magic Studies,Good,Yes,67675,1983-01-11,2023-12-19,73089
EMP-12670,Lori,Quirrell,Female,France,Lyon,2018-09-01,Department of Mysteries,Unspeakable,Mysteries and Advanced Research,Satisfactory,No,76889,1974-12-06,,84577
EMP-12671,David,Frobisher,Female,UK,London,2023-04-26,Wand Permits Office,Permit Inspector,Wizarding Law Basics,Good,No,33636,1993-05-15,,34308
EMP-12672,Monica,Jenkins,Female,Italy,Rome,2020-12-06,Magical Law Enforcement,Regulations Officer,Basic Wizardry,Satisfactory,Yes,53974,1987-02-07,,55053
EMP-12673,Ashley,Hooch,Male,France,Marseille,2022-02-07,Wand Permits Office,Permit Inspector,Wizarding Law Basics,Satisfactory,No,32049,2000-04-22,,32049
EMP-12674,Rachel,Fudge,Female,UK,Bristol,2024-08-16,Magical Creature Department,Dragon Tamer,Magical Creatures Training,Good,No,60372,1995-01-17,,61579
EMP-12675,Mary,Tonks,Female,UK,Edinburgh,2021-06-02,Magical Creature Department,Dragon Tamer,Magical Creatures Training,Satisfactory,Yes,57777,1992-08-13,,58932
EMP-12676,Dillon,Coote,Female,Italy,Rome,2017-04-05,Auror Office,Investigator,Advanced Magic Studies,Satisfactory,No,59131,1990-04-01,,63270
EMP-12677,Shannon,Vector,Male,Italy,Rome,2022-11-04,Magical Law Enforcement,Regulations Officer,Basic Wizardry,Satisfactory,No,55840,2000-10-27,,55840
EMP-12678,Michelle,Hornby,Male,Germany,Hamburg,2022-08-22,Magical Creature Department,Dragon Tamer,Magical Creatures Training,Good,No,63993,1982-09-27,,65912
EMP-12679,Lauren,Strout,Female,Italy,Florence,2020-07-13,Magical Creature Department,Beast Handler,Magical Creatures Training,Satisfactory,Yes,59917,1983-08-06,,62912
EMP-12680,Rachel,Warbeck,Female,France,Marseille,2021-12-20,Magical Law Enforcement,Hit Wizard,Intermediate Wizardry,Good,No,52014,1993-07-31,2023-06-14,53054
EMP-12681,Brandon,Flitwick,Male,Spain,Madrid,2020-10-07,Department of Mysteries,Unspeakable,Mysteries and Advanced Research,Satisfactory,Yes,66563,1989-03-17,,69891
EMP-12682,Debbie,Rosmerta,Female,France,Lyon,2022-07-16,Wand Permits Office,Permit Inspector,Wizarding Law Basics,Excellent,Yes,37514,1997-04-11,,38264
EMP-12683,Crystal,Johnson,Female,UK,Bristol,2017-10-26,Magical Creature Department,Dragon Tamer,Magical Creatures Training,Satisfactory,Yes,64226,1973-09-10,2023-03-06,67437
EMP-12684,Deanna,Lovegood,Female,France,Lyon,2020-04-03,Magical Creature Department,Dragon Tamer,Magical Creatures Training,Good,No,49960,1994-05-17,,50959
EMP-12685,James,King,Male,France,Paris,2024-07-07,Department of Mysteries,Unspeakable,Mysteries and Advanced Research,Good,No,75359,1977-06-12,,81387
EMP-12686,Katherine,Moon,Male,Italy,Milan,2024-03-20,Department of Mysteries,Unspeakable,Mysteries and Advanced Research,Good,No,62924,1993-11-16,,66070
EMP-12687,Jaime,McLaggen,Male,Germany,Hamburg,2024-09-13,Magical Creature Department,Beast Handler,Magical Creatures Training,Satisfactory,No,61559,2002-06-25,,61559
EMP-12688,David,Peverell,Male,Italy,Milan,2023-02-04,Auror Office,Investigator,Advanced Magic Studies,Good,No,53002,1991-09-03,2023-08-17,55652
EMP-12689,Suzanne,Rivers,Female,France,Marseille,2024-01-18,Department of Mysteries,Unspeakable,Mysteries and Advanced Research,Good,Yes,77652,1980-03-12,,85417
EMP-12690,Jamie,Abbott,Male,UK,Bristol,2019-09-05,Auror Office,Auror,Advanced Magic Studies,Good,Yes,51126,1993-02-01,,53682
EMP-12691,Christopher,Quincey,Male,UK,Bristol,2024-11-10,Magical Law Enforcement,Hit Wizard,Intermediate Wizardry,Satisfactory,Yes,52353,1997-06-10,,52353
EMP-12692,Richard,Krum,Female,France,Paris,2024-01-29,Department of Mysteries,Unspeakable,Mysteries and Advanced Research,Good,No,63753,1985-01-05,,70128
EMP-12693,Michelle,Krum,Male,UK,Bristol,2015-10-07,Department of Mysteries,Unspeakable,Mysteries and Advanced Research,Excellent,Yes,66578,1982-07-09,,69906
EMP-12694,Samuel,Potter,Male,Germany,Hamburg,2015-05-25,Wand Permits Office,Permit Inspector,Wizarding Law Basics,Needs Improvement,Yes,31080,1991-03-14,,31080
EMP-12695,Michele,Shimpling,Female,France,Marseille,2022-01-22,Department of Mysteries,Unspeakable,Mysteries and Advanced Research,Good,No,69131,1972-11-28,,76044
EMP-12696,Jonathan,Urquart,Male,Italy,Rome,2020-05-26,Department of Mysteries,Unspeakable,Mysteries and Advanced Research,Good,No,68601,1983-06-07,,74089
EMP-12697,Amber,Peverell,Male,France,Marseille,2016-12-13,Department of Mysteries,Unspeakable,Mysteries and Advanced Research,Good,No,60810,1970-05-13,,65674
EMP-12698,Ian,Rowle,Female,Italy,Rome,2019-11-09,Magical Law Enforcement,Regulations Officer,Basic Wizardry,Satisfactory,No,58745,1987-04-30,,59919
EMP-12699,Kristopher,Jones,Female,France,Marseille,2016-07-10,Department of Mysteries,Unspeakable,Mysteries and Advanced Research,Satisfactory,Yes,62892,1971-10-21,,69181
EMP-12700,Gary,Coote,Male,France,Paris,2021-12-05,Wand Permits Office,Permit Inspector,Wizarding Law Basics,Good,No,33322,2003-06-29,,33322
EMP-12701,Anthony,Stebbins,Male,Germany,Hamburg,2020-07-14,Magical Law Enforcement,Hit Wizard,Intermediate Wizardry,Excellent,No,53834,1988-08-23,,53834
EMP-12702,Peter,Cadwallader,Male,Italy,Milan,2015-12-30,Magical Creature Department,Dragon Tamer,Magical Creatures Training,Good,No,58996,1981-03-01,,58996
EMP-12703,Robert,Jenkins,Female,Spain,Seville,2020-06-11,Wand Permits Office,Permit Inspector,Wizarding Law Basics,Good,Yes,33551,1992-11-20,,34222
EMP-12704,Nicholas,Rivers,Female,France,Paris,2020-07-07,Magical Creature Department,Dragon Tamer,Magical Creatures Training,Good,No,50290,1984-04-27,,52804
EMP-12705,James,Nott,Female,Italy,Florence,2017-01-21,Wand Permits Office,Permit Inspector,Wizarding Law Basics,Good,No,38435,1987-12-17,,39203
EMP-12706,Trevor,Gudgeon,Male,Spain,Madrid,2024-12-20,Magical Law Enforcement,Hit Wizard,Intermediate Wizardry,Good,No,58032,1994-01-06,,58032
EMP-12707,Stacy,Fenwick,Male,Spain,Barcelona,2023-08-01,Department of Mysteries,Unspeakable,Mysteries and Advanced Research,Good,Yes,78533,1986-09-19,,84815
